Dates,Signal
26/03/2020 00:12,6.420852244
26/03/2020 00:12,6.486536014
26/03/2020 00:12,6.585728002
26/03/2020 00:12,6.684919991
26/03/2020 00:12,6.784111979
26/03/2020 00:12,6.883303967
26/03/2020 00:12,6.982495955
26/03/2020 00:12,7.081687944
26/03/2020 00:13,7.180879932
26/03/2020 00:13,7.322259361
26/03/2020 00:13,7.463638791
26/03/2020 00:13,7.468819227
26/03/2020 00:13,7.473999664
26/03/2020 00:13,7.4791801
26/03/2020 00:13,7.385168549
26/03/2020 00:13,7.291156997
26/03/2020 00:13,7.197145445
26/03/2020 00:13,7.103133893
26/03/2020 00:13,7.009122342
26/03/2020 00:13,6.91511079
26/03/2020 00:14,6.821099238
26/03/2020 00:14,6.727087687
26/03/2020 00:14,6.590888694
26/03/2020 00:14,6.442792116
26/03/2020 00:14,6.430894531
26/03/2020 00:14,6.418996946
26/03/2020 00:14,6.40709936
26/03/2020 00:14,6.395201775
26/03/2020 00:14,6.38330419
26/03/2020 00:14,6.371406605
26/03/2020 00:14,6.35950902
26/03/2020 00:14,6.347611435
26/03/2020 00:15,6.335713849
26/03/2020 00:15,6.323816264
26/03/2020 00:15,6.311918679
26/03/2020 00:15,6.348168587
26/03/2020 00:15,6.396316081
26/03/2020 00:15,6.444463575
26/03/2020 00:15,6.492611068
26/03/2020 00:15,6.713334734
26/03/2020 00:15,6.9340584
26/03/2020 00:15,7.154782066
26/03/2020 00:15,7.375505732
26/03/2020 00:15,7.596229398
26/03/2020 00:16,7.816953064
26/03/2020 00:16,8.037676731
26/03/2020 00:16,8.258400397
26/03/2020 00:16,8.313919735
26/03/2020 00:16,8.32129158
26/03/2020 00:16,8.328663424
26/03/2020 00:16,8.336035269
26/03/2020 00:16,8.343407114
26/03/2020 00:16,8.178202786
26/03/2020 00:16,8.012998458
26/03/2020 00:16,7.84779413
26/03/2020 00:16,7.682589802
26/03/2020 00:17,7.517385475
26/03/2020 00:17,7.352181147
26/03/2020 00:17,7.186976819
26/03/2020 00:17,7.024559324
26/03/2020 00:17,7.027346157
26/03/2020 00:17,7.03013299
26/03/2020 00:17,7.032919823
26/03/2020 00:17,7.067326578
26/03/2020 00:17,7.101733332
26/03/2020 00:17,7.076088796
26/03/2020 00:17,7.05044426
26/03/2020 00:17,7.024799725
26/03/2020 00:18,6.999155189
26/03/2020 00:18,6.973510653
26/03/2020 00:18,6.947866117
26/03/2020 00:18,6.922221581
26/03/2020 00:18,6.893790212
26/03/2020 00:18,6.865358843
26/03/2020 00:18,6.836927474
26/03/2020 00:18,6.808496105
26/03/2020 00:18,6.748444815
26/03/2020 00:18,6.776726967
26/03/2020 00:18,6.865060409
26/03/2020 00:18,6.953393851
26/03/2020 00:19,7.041727293
26/03/2020 00:19,7.130060735
26/03/2020 00:19,7.218394177
26/03/2020 00:19,7.306727619
26/03/2020 00:19,7.395061061
26/03/2020 00:19,7.483394504
26/03/2020 00:19,7.571727946
26/03/2020 00:19,7.660061388
26/03/2020 00:19,7.851318289
26/03/2020 00:19,8.042575191
26/03/2020 00:19,8.14549865
26/03/2020 00:19,8.248422109
26/03/2020 00:20,8.207902444
26/03/2020 00:20,8.167382779
26/03/2020 00:20,8.126863114
26/03/2020 00:20,8.086343448
26/03/2020 00:20,7.982003918
26/03/2020 00:20,7.877664387
26/03/2020 00:20,7.773324856
26/03/2020 00:20,7.668985325
26/03/2020 00:20,7.564645794
26/03/2020 00:20,7.357382804
26/03/2020 00:20,7.150119814
26/03/2020 00:20,6.942856824
26/03/2020 00:21,6.735593834
26/03/2020 00:21,6.671773968
26/03/2020 00:21,6.607954102
26/03/2020 00:21,6.544134236
26/03/2020 00:21,6.531380965
26/03/2020 00:21,6.582447559
26/03/2020 00:21,6.633514154
26/03/2020 00:21,6.684580748
26/03/2020 00:21,6.735647343
26/03/2020 00:21,6.786713937
26/03/2020 00:21,6.837780532
26/03/2020 00:21,6.888847126
26/03/2020 00:22,6.939913721
26/03/2020 00:22,6.990980315
26/03/2020 00:22,7.027394943
26/03/2020 00:22,7.06380957
26/03/2020 00:22,7.100224198
26/03/2020 00:22,7.085572231
26/03/2020 00:22,7.070920263
26/03/2020 00:22,7.056268296
26/03/2020 00:22,7.041616329
26/03/2020 00:22,7.026964362
26/03/2020 00:22,6.924247563
26/03/2020 00:22,6.821530764
26/03/2020 00:23,6.718813965
26/03/2020 00:23,6.616097166
26/03/2020 00:23,6.513380367
26/03/2020 00:23,6.381150116
26/03/2020 00:23,6.248919864
26/03/2020 00:23,6.116689613
26/03/2020 00:23,5.984459361
26/03/2020 00:23,5.852229109
26/03/2020 00:23,5.719998858
26/03/2020 00:23,5.587768606
26/03/2020 00:23,5.455538355
26/03/2020 00:23,5.411372935
26/03/2020 00:24,5.367207516
26/03/2020 00:24,5.323042096
26/03/2020 00:24,5.278876676
26/03/2020 00:24,5.429432408
26/03/2020 00:24,5.624153559
26/03/2020 00:24,5.81887471
26/03/2020 00:24,6.013595861
26/03/2020 00:24,6.208317012
26/03/2020 00:24,6.403038163
26/03/2020 00:24,6.597759314
26/03/2020 00:24,6.792480465
26/03/2020 00:24,6.987201616
26/03/2020 00:25,7.181922767
26/03/2020 00:25,7.376643918
26/03/2020 00:25,7.571365069
26/03/2020 00:25,7.839068275
26/03/2020 00:25,7.912050329
26/03/2020 00:25,7.985032384
26/03/2020 00:25,8.058014438
26/03/2020 00:25,8.014245878
26/03/2020 00:25,7.970477318
26/03/2020 00:25,7.926708758
26/03/2020 00:25,7.882940198
26/03/2020 00:25,7.839171638
26/03/2020 00:26,7.795403078
26/03/2020 00:26,7.751634518
26/03/2020 00:26,7.707865958
26/03/2020 00:26,7.664097397
26/03/2020 00:26,7.547346783
26/03/2020 00:26,7.430596168
26/03/2020 00:26,7.313845554
26/03/2020 00:26,7.367252894
26/03/2020 00:26,7.537410849
26/03/2020 00:26,7.707568804
26/03/2020 00:26,7.687388965
26/03/2020 00:26,7.667209126
26/03/2020 00:27,7.647029287
26/03/2020 00:27,7.626849449
26/03/2020 00:27,7.60666961
26/03/2020 00:27,7.586489771
26/03/2020 00:27,7.566309932
26/03/2020 00:27,7.546130093
26/03/2020 00:27,7.525950254
26/03/2020 00:27,7.505770415
26/03/2020 00:27,7.315432621
26/03/2020 00:27,7.125094828
26/03/2020 00:27,7.152924556
26/03/2020 00:27,7.371092079
26/03/2020 00:28,7.589259602
26/03/2020 00:28,7.807427124
26/03/2020 00:28,7.930589715
26/03/2020 00:28,8.053752307
26/03/2020 00:28,8.176914898
26/03/2020 00:28,8.300077489
26/03/2020 00:28,8.406415714
26/03/2020 00:28,8.512753939
26/03/2020 00:28,8.619092164
26/03/2020 00:28,8.725430389
26/03/2020 00:28,8.831768614
26/03/2020 00:28,8.719939317
26/03/2020 00:29,8.608110019
26/03/2020 00:29,8.496280721
26/03/2020 00:29,8.333921356
26/03/2020 00:29,8.266566923
26/03/2020 00:29,8.199212489
26/03/2020 00:29,8.131858056
26/03/2020 00:29,8.064503622
26/03/2020 00:29,8.013973555
26/03/2020 00:29,7.963443487
26/03/2020 00:29,7.91291342
26/03/2020 00:29,7.862383352
26/03/2020 00:29,7.811853285
26/03/2020 00:30,7.761323218
26/03/2020 00:30,7.71079315
26/03/2020 00:30,7.676128105
26/03/2020 00:30,7.691993128
26/03/2020 00:30,7.707858151
26/03/2020 00:30,7.723723173
26/03/2020 00:30,7.734356548
26/03/2020 00:30,7.744989924
26/03/2020 00:30,7.755623299
26/03/2020 00:30,7.766256674
26/03/2020 00:30,7.742797527
26/03/2020 00:30,7.719338381
26/03/2020 00:31,7.695879234
26/03/2020 00:31,7.672420087
26/03/2020 00:31,7.64896094
26/03/2020 00:31,7.609636771
26/03/2020 00:31,7.570312602
26/03/2020 00:31,7.530988432
26/03/2020 00:31,7.491664263
26/03/2020 00:31,7.457571741
26/03/2020 00:31,7.423479219
26/03/2020 00:31,7.359352953
26/03/2020 00:31,7.295226686
26/03/2020 00:31,7.265192941
26/03/2020 00:32,7.235159197
26/03/2020 00:32,7.205125452
26/03/2020 00:32,7.175091708
26/03/2020 00:32,7.145057963
26/03/2020 00:32,7.115024219
26/03/2020 00:32,7.084990474
26/03/2020 00:32,7.054956729
26/03/2020 00:32,7.024922985
26/03/2020 00:32,6.99488924
26/03/2020 00:32,7.033499998
26/03/2020 00:32,7.102144501
26/03/2020 00:32,7.170789003
26/03/2020 00:33,7.239433506
26/03/2020 00:33,7.346853551
26/03/2020 00:33,7.454273596
26/03/2020 00:33,7.56169364
26/03/2020 00:33,7.669113685
26/03/2020 00:33,7.750307607
26/03/2020 00:33,7.831501529
26/03/2020 00:33,7.912695451
26/03/2020 00:33,7.993889374
26/03/2020 00:33,7.957301951
26/03/2020 00:33,7.852070025
26/03/2020 00:33,7.7468381
26/03/2020 00:34,7.641606174
26/03/2020 00:34,7.536374249
26/03/2020 00:34,7.392366781
26/03/2020 00:34,7.248359313
26/03/2020 00:34,7.104351846
26/03/2020 00:34,6.960344378
26/03/2020 00:34,6.842563033
26/03/2020 00:34,6.724781688
26/03/2020 00:34,6.607000343
26/03/2020 00:34,6.586600845
26/03/2020 00:34,6.683982691
26/03/2020 00:34,6.781364537
26/03/2020 00:35,6.878746384
26/03/2020 00:35,6.880571469
26/03/2020 00:35,6.882396555
26/03/2020 00:35,6.884221641
26/03/2020 00:35,6.886046726
26/03/2020 00:35,6.887871812
26/03/2020 00:35,6.889696897
26/03/2020 00:35,6.891521983
26/03/2020 00:35,6.893347068
26/03/2020 00:35,6.895172154
26/03/2020 00:35,6.799615393
26/03/2020 00:35,6.704058632
26/03/2020 00:36,6.608501872
26/03/2020 00:36,6.867919824
26/03/2020 00:36,7.222894537
26/03/2020 00:36,7.57786925
26/03/2020 00:36,7.932843963
26/03/2020 00:36,8.321649501
26/03/2020 00:36,8.710455039
26/03/2020 00:36,9.099260578
26/03/2020 00:36,9.236029144
26/03/2020 00:36,9.372797711
26/03/2020 00:36,9.509566277
26/03/2020 00:36,9.646334844
26/03/2020 00:37,9.78310341
26/03/2020 00:37,9.919871977
26/03/2020 00:37,9.70166583
26/03/2020 00:37,9.483459684
26/03/2020 00:37,9.168311343
26/03/2020 00:37,8.853163003
26/03/2020 00:37,8.504183837
26/03/2020 00:37,8.155204672
26/03/2020 00:37,7.806225506
26/03/2020 00:37,7.709283312
26/03/2020 00:37,7.612341118
26/03/2020 00:37,7.515398924
26/03/2020 00:38,7.41845673
26/03/2020 00:38,7.321514536
26/03/2020 00:38,7.224572342
26/03/2020 00:38,7.127630148
26/03/2020 00:38,7.062782566
26/03/2020 00:38,7.094877179
26/03/2020 00:38,7.126971792
26/03/2020 00:38,7.159066404
26/03/2020 00:38,7.191161017
26/03/2020 00:38,7.223255629
26/03/2020 00:38,7.255350242
26/03/2020 00:38,7.287444855
26/03/2020 00:39,7.319539467
26/03/2020 00:39,7.35163408
26/03/2020 00:39,7.383728692
26/03/2020 00:39,7.415823305
26/03/2020 00:39,7.475305334
26/03/2020 00:39,7.502692751
26/03/2020 00:39,7.530080168
26/03/2020 00:39,7.557467585
26/03/2020 00:39,7.584855001
26/03/2020 00:39,7.612242418
26/03/2020 00:39,7.639629835
26/03/2020 00:39,7.667017252
26/03/2020 00:40,7.694404669
26/03/2020 00:40,7.721792085
26/03/2020 00:40,7.749179502
26/03/2020 00:40,7.776566919
26/03/2020 00:40,8.047172017
26/03/2020 00:40,8.290389698
26/03/2020 00:40,8.533607379
26/03/2020 00:40,8.77682506
26/03/2020 00:40,9.027094849
26/03/2020 00:40,9.277364638
26/03/2020 00:40,9.527634427
26/03/2020 00:40,9.778310144
26/03/2020 00:41,10.02898586
26/03/2020 00:41,10.27966158
26/03/2020 00:41,10.5303373
26/03/2020 00:41,10.54281329
26/03/2020 00:41,10.55528928
26/03/2020 00:41,10.32454759
26/03/2020 00:41,10.09380591
26/03/2020 00:41,9.863064219
26/03/2020 00:41,9.632322532
26/03/2020 00:41,9.394528736
26/03/2020 00:41,9.156734941
26/03/2020 00:41,8.85697171
26/03/2020 00:42,8.556802551
26/03/2020 00:42,8.256633391
26/03/2020 00:42,7.956464232
26/03/2020 00:42,7.656295073
26/03/2020 00:42,7.594325637
26/03/2020 00:42,7.532356201
26/03/2020 00:42,7.470386765
26/03/2020 00:42,7.40841733
26/03/2020 00:42,7.346447894
26/03/2020 00:42,7.284478458
26/03/2020 00:42,7.222509022
26/03/2020 00:42,7.199356814
26/03/2020 00:43,7.238174041
26/03/2020 00:43,7.276991268
26/03/2020 00:43,7.315808496
26/03/2020 00:43,7.354625723
26/03/2020 00:43,7.39344295
26/03/2020 00:43,7.432260178
26/03/2020 00:43,7.471077405
26/03/2020 00:43,7.463350565
26/03/2020 00:43,7.455623724
26/03/2020 00:43,7.447896884
26/03/2020 00:43,7.440170043
26/03/2020 00:43,7.432443203
26/03/2020 00:44,7.385899135
26/03/2020 00:44,7.339355068
26/03/2020 00:44,7.292811
26/03/2020 00:44,7.246266932
26/03/2020 00:44,7.199722865
26/03/2020 00:44,7.153178797
26/03/2020 00:44,7.106634729
26/03/2020 00:44,7.071519667
26/03/2020 00:44,7.082948673
26/03/2020 00:44,7.094377679
26/03/2020 00:44,7.105806684
26/03/2020 00:44,7.302660337
26/03/2020 00:45,7.499513989
26/03/2020 00:45,7.696367642
26/03/2020 00:45,7.893221295
26/03/2020 00:45,8.057594636
26/03/2020 00:45,8.221967978
26/03/2020 00:45,8.386341319
26/03/2020 00:45,8.550714661
26/03/2020 00:45,8.715088002
26/03/2020 00:45,8.868032338
26/03/2020 00:45,9.020976674
26/03/2020 00:45,9.17392101
26/03/2020 00:45,9.275466387
26/03/2020 00:46,9.191587118
26/03/2020 00:46,9.107707848
26/03/2020 00:46,9.023828578
26/03/2020 00:46,8.844777216
26/03/2020 00:46,8.698206166
26/03/2020 00:46,8.551635115
26/03/2020 00:46,8.405064065
26/03/2020 00:46,8.258493014
26/03/2020 00:46,8.111921964
26/03/2020 00:46,7.965350913
26/03/2020 00:46,7.818779863
26/03/2020 00:46,7.647417343
26/03/2020 00:47,7.527453782
26/03/2020 00:47,7.407490222
26/03/2020 00:47,7.287526661
26/03/2020 00:47,7.01476762
26/03/2020 00:47,6.837180672
26/03/2020 00:47,6.659593723
26/03/2020 00:47,6.482006774
26/03/2020 00:47,6.304419825
26/03/2020 00:47,6.126832876
26/03/2020 00:47,5.949245927
26/03/2020 00:47,5.771658978
26/03/2020 00:47,5.594072029
26/03/2020 00:48,5.441276549
26/03/2020 00:48,5.28848107
26/03/2020 00:48,5.13568559
26/03/2020 00:48,5.083109328
26/03/2020 00:48,5.183328545
26/03/2020 00:48,5.283547763
26/03/2020 00:48,5.38376698
26/03/2020 00:48,5.516075993
26/03/2020 00:48,5.648385006
26/03/2020 00:48,5.780694019
26/03/2020 00:48,5.913003032
26/03/2020 00:48,6.202088833
26/03/2020 00:49,6.491174635
26/03/2020 00:49,6.780260436
26/03/2020 00:49,7.069346238
26/03/2020 00:49,7.181574567
26/03/2020 00:49,7.193583678
26/03/2020 00:49,7.205592789
26/03/2020 00:49,7.2176019
26/03/2020 00:49,7.229611011
26/03/2020 00:49,7.209530327
26/03/2020 00:49,7.189449643
26/03/2020 00:49,7.169368959
26/03/2020 00:49,7.149288275
26/03/2020 00:50,6.972430802
26/03/2020 00:50,6.795573329
26/03/2020 00:50,6.618715857
26/03/2020 00:50,6.450902414
26/03/2020 00:50,6.459946444
26/03/2020 00:50,6.468990474
26/03/2020 00:50,6.478034504
26/03/2020 00:50,6.487078534
26/03/2020 00:50,6.496122564
26/03/2020 00:50,6.505166595
26/03/2020 00:50,6.514210625
26/03/2020 00:50,6.523254655
26/03/2020 00:51,6.532298685
26/03/2020 00:51,6.541342715
26/03/2020 00:51,6.550386745
26/03/2020 00:51,6.643342437
26/03/2020 00:51,6.727254099
26/03/2020 00:51,6.811165761
26/03/2020 00:51,6.895077423
26/03/2020 00:51,6.978989085
26/03/2020 00:51,7.062900747
26/03/2020 00:51,7.146812409
26/03/2020 00:51,7.230724071
26/03/2020 00:51,7.546430958
26/03/2020 00:52,7.862137845
26/03/2020 00:52,8.177844732
26/03/2020 00:52,8.493551619
26/03/2020 00:52,8.546572015
26/03/2020 00:52,8.515680749
26/03/2020 00:52,8.484789482
26/03/2020 00:52,8.453898216
26/03/2020 00:52,8.42300695
26/03/2020 00:52,8.392115683
26/03/2020 00:52,8.361224417
26/03/2020 00:52,8.330333151
26/03/2020 00:52,8.260383169
26/03/2020 00:53,7.958637962
26/03/2020 00:53,7.656892755
26/03/2020 00:53,7.355147548
26/03/2020 00:53,7.053402341
26/03/2020 00:53,7.014343626
26/03/2020 00:53,6.975284911
26/03/2020 00:53,6.936226195
26/03/2020 00:53,6.89716748
26/03/2020 00:53,6.858108764
26/03/2020 00:53,6.819050049
26/03/2020 00:53,6.779991334
26/03/2020 00:53,6.696187017
26/03/2020 00:54,6.651441416
26/03/2020 00:54,6.606695815
26/03/2020 00:54,6.561950215
26/03/2020 00:54,6.517204614
26/03/2020 00:54,6.472459013
26/03/2020 00:54,6.427713412
26/03/2020 00:54,6.382967811
26/03/2020 00:54,6.33822221
26/03/2020 00:54,6.293476609
26/03/2020 00:54,6.248731008
26/03/2020 00:54,6.203985407
26/03/2020 00:54,6.266306508
26/03/2020 00:55,6.373373209
26/03/2020 00:55,6.480439911
26/03/2020 00:55,6.587506613
26/03/2020 00:55,6.64202574
26/03/2020 00:55,6.696544867
26/03/2020 00:55,6.751063994
26/03/2020 00:55,6.805583121
26/03/2020 00:55,6.860102249
26/03/2020 00:55,6.914621376
26/03/2020 00:55,6.969140503
26/03/2020 00:55,7.02365963
26/03/2020 00:55,7.078178757
26/03/2020 00:56,7.025631183
26/03/2020 00:56,6.973083609
26/03/2020 00:56,6.920536034
26/03/2020 00:56,6.940431481
26/03/2020 00:56,7.012874503
26/03/2020 00:56,7.085317524
26/03/2020 00:56,7.157760545
26/03/2020 00:56,7.022104326
26/03/2020 00:56,6.886448107
26/03/2020 00:56,6.750791888
26/03/2020 00:56,6.615135668
26/03/2020 00:56,6.479479449
26/03/2020 00:57,6.34382323
26/03/2020 00:57,6.208167011
26/03/2020 00:57,6.072510791
26/03/2020 00:57,5.936854572
26/03/2020 00:57,5.728755331
26/03/2020 00:57,5.520656091
26/03/2020 00:57,5.31255685
26/03/2020 00:57,5.245192164
26/03/2020 00:57,5.385926718
26/03/2020 00:57,5.526661272
26/03/2020 00:57,5.667395827
26/03/2020 00:57,5.808130381
26/03/2020 00:58,5.948864935
26/03/2020 00:58,6.08959949
26/03/2020 00:58,6.230334044
26/03/2020 00:58,6.454747156
26/03/2020 00:58,6.679160267
26/03/2020 00:58,6.903573379
26/03/2020 00:58,7.12798649
26/03/2020 00:58,7.352399602
26/03/2020 00:58,7.436078159
26/03/2020 00:58,7.519756717
26/03/2020 00:58,7.603435274
26/03/2020 00:58,7.687113831
26/03/2020 00:59,7.770792388
26/03/2020 00:59,7.854470945
26/03/2020 00:59,7.938149503
26/03/2020 00:59,8.091652812
26/03/2020 00:59,8.161477564
26/03/2020 00:59,8.231302315
26/03/2020 00:59,8.301127067
26/03/2020 00:59,8.201950199
26/03/2020 00:59,8.10277333
26/03/2020 00:59,8.003596462
26/03/2020 00:59,7.904419593
26/03/2020 00:59,7.805242725
26/03/2020 01:00,7.706065856
26/03/2020 01:00,7.606888987
26/03/2020 01:00,7.507712119
26/03/2020 01:00,7.38827729
26/03/2020 01:00,7.199017709
26/03/2020 01:00,7.009758128
26/03/2020 01:00,6.820498547
26/03/2020 01:00,6.631238966
26/03/2020 01:00,6.610981005
26/03/2020 01:00,6.590723045
26/03/2020 01:00,6.570465084
26/03/2020 01:00,6.550207124
26/03/2020 01:01,6.529949163
26/03/2020 01:01,6.509691203
26/03/2020 01:01,6.489433242
26/03/2020 01:01,6.570173846
26/03/2020 01:01,6.67117241
26/03/2020 01:01,6.772170975
26/03/2020 01:01,6.873169539
26/03/2020 01:01,6.936563386
26/03/2020 01:01,6.999957233
26/03/2020 01:01,7.063351081
26/03/2020 01:01,7.126744928
26/03/2020 01:01,7.125740732
26/03/2020 01:02,7.124736536
26/03/2020 01:02,7.123732341
26/03/2020 01:02,7.122728145
26/03/2020 01:02,7.121723949
26/03/2020 01:02,7.019721189
26/03/2020 01:02,6.917718429
26/03/2020 01:02,6.815715669
26/03/2020 01:02,6.577952666
26/03/2020 01:02,6.377794379
26/03/2020 01:02,6.177636093
26/03/2020 01:02,5.977477807
26/03/2020 01:02,5.777319521
26/03/2020 01:03,5.641559277
26/03/2020 01:03,5.505799034
26/03/2020 01:03,5.370038791
26/03/2020 01:03,5.234278547
26/03/2020 01:03,5.098518304
26/03/2020 01:03,4.962758061
26/03/2020 01:03,4.826997817
26/03/2020 01:03,4.824702511
26/03/2020 01:03,4.958167448
26/03/2020 01:03,5.091632385
26/03/2020 01:03,5.225097323
26/03/2020 01:03,5.35856226
26/03/2020 01:04,5.492027197
26/03/2020 01:04,5.625492134
26/03/2020 01:04,5.758957071
26/03/2020 01:04,5.892422009
26/03/2020 01:04,6.025886946
26/03/2020 01:04,6.159351883
26/03/2020 01:04,6.29281682
26/03/2020 01:04,6.471070171
26/03/2020 01:04,6.515858584
26/03/2020 01:04,6.560646997
26/03/2020 01:04,6.605435411
26/03/2020 01:04,6.642659679
26/03/2020 01:05,6.679883948
26/03/2020 01:05,6.717108216
26/03/2020 01:05,6.754332484
26/03/2020 01:05,6.791556753
26/03/2020 01:05,6.828781021
26/03/2020 01:05,6.866005289
26/03/2020 01:05,6.903229558
26/03/2020 01:05,6.940453826
26/03/2020 01:05,6.932889681
26/03/2020 01:05,6.925325536
26/03/2020 01:05,6.917761391
26/03/2020 01:05,6.898113277
26/03/2020 01:06,6.886029308
26/03/2020 01:06,6.873945339
26/03/2020 01:06,6.86186137
26/03/2020 01:06,6.849777401
26/03/2020 01:06,6.837693432
26/03/2020 01:06,6.825609463
26/03/2020 01:06,6.813525494
26/03/2020 01:06,6.801441525
26/03/2020 01:06,6.789357556
26/03/2020 01:06,6.777273587
26/03/2020 01:06,6.765189618
26/03/2020 01:06,6.836258354
26/03/2020 01:07,6.919411059
26/03/2020 01:07,7.002563764
26/03/2020 01:07,7.085716469
26/03/2020 01:07,7.024653846
26/03/2020 01:07,6.963591224
26/03/2020 01:07,6.902528601
26/03/2020 01:07,6.841465978
26/03/2020 01:07,6.780403355
26/03/2020 01:07,6.719340732
26/03/2020 01:07,6.65827811
26/03/2020 01:07,6.597215487
26/03/2020 01:07,6.536152864
26/03/2020 01:08,6.391937536
26/03/2020 01:08,6.247722208
26/03/2020 01:08,6.103506881
26/03/2020 01:08,6.071371578
26/03/2020 01:08,6.183451603
26/03/2020 01:08,6.295531627
